 0.6180E+04, 0.2201E-24
 0.6180E+04, 0.2990E-24
 0.6180E+04, 0.4372E-24
 0.6180E+04, 0.7191E-24
 0.6180E+04, 0.1479E-23
 0.6180E+04, 0.5304E-23
 0.6180E+04, 0.2458E-22
 0.6180E+04, 0.1950E-22
 0.6180E+04, 0.3833E-23
 0.6180E+04, 0.1385E-23
 0.6180E+04, 0.8962E-24
 0.6180E+04, 0.8371E-24
 0.6180E+04, 0.1091E-23
 0.6180E+04, 0.2110E-23
 0.6180E+04, 0.8371E-23
 0.6180E+04, 0.3673E-22
 0.6180E+04, 0.1938E-22
 0.6180E+04, 0.4235E-23
 0.6180E+04, 0.3102E-23
 0.6180E+04, 0.1175E-23
 0.6180E+04, 0.5254E-24
 0.6180E+04, 0.3378E-24
 0.6180E+04, 0.2438E-24
 0.6180E+04, 0.1873E-24
 0.6180E+04, 0.1500E-24
 0.6180E+04, 0.1240E-24
 0.6180E+04, 0.1052E-24
 0.6180E+04, 0.9117E-25
 0.6180E+04, 0.8057E-25
 0.6180E+04, 0.7257E-25
 0.6180E+04, 0.6664E-25
 0.6180E+04, 0.6249E-25
 0.6180E+04, 0.6005E-25
 0.6180E+04, 0.5954E-25
 0.6180E+04, 0.6155E-25
 0.6180E+04, 0.6734E-25
 0.6180E+04, 0.8017E-25
 0.6180E+04, 0.1090E-24
 0.6180E+04, 0.1876E-24
 0.6180E+04, 0.5526E-24
 0.6180E+04, 0.2352E-23
 0.6180E+04, 0.2171E-23
 0.6180E+04, 0.8842E-24
 0.6180E+04, 0.1406E-23
 0.6180E+04, 0.5565E-24
 0.6180E+04, 0.1530E-24
 0.6180E+04, 0.8174E-25
 0.6180E+04, 0.5632E-25
 0.6180E+04, 0.4339E-25
 0.6180E+04, 0.3567E-25
 0.6181E+04, 0.3056E-25
 0.6181E+04, 0.2693E-25
 0.6181E+04, 0.2423E-25
 0.6181E+04, 0.2213E-25
 0.6181E+04, 0.2047E-25
 0.6181E+04, 0.1912E-25
 0.6181E+04, 0.1801E-25
 0.6181E+04, 0.1706E-25
 0.6181E+04, 0.1627E-25
 0.6181E+04, 0.1558E-25
 0.6181E+04, 0.1498E-25
 0.6181E+04, 0.1448E-25
 0.6181E+04, 0.1403E-25
 0.6181E+04, 0.1363E-25
 0.6181E+04, 0.1330E-25
 0.6181E+04, 0.1300E-25
 0.6181E+04, 0.1274E-25
 0.6181E+04, 0.1251E-25
 0.6181E+04, 0.1232E-25
 0.6181E+04, 0.1216E-25
 0.6181E+04, 0.1203E-25
 0.6181E+04, 0.1192E-25
 0.6181E+04, 0.1184E-25
 0.6181E+04, 0.1179E-25
 0.6181E+04, 0.1175E-25
 0.6181E+04, 0.1175E-25
 0.6181E+04, 0.1176E-25
 0.6181E+04, 0.1180E-25
 0.6181E+04, 0.1186E-25
 0.6181E+04, 0.1195E-25
 0.6181E+04, 0.1207E-25
 0.6181E+04, 0.1221E-25
 0.6181E+04, 0.1239E-25
